Data do Sinistro;Dia do Sinistro;Mes do Sinistro;Ano do Sinistro;Ano/Mes do Sinistro;latitude;longitude;Logradouro;Numero/KM;Pedestre envolvido;Automovel envolvido;Bicicleta envolvida;Caminhao envolvido;Motocicleta envolvida;Onibus envolvido;Outros veiculos envolvidos;Veiculo envolvido nao disponivel;Atropelamento;Capotamento;Choque;Colisao frontal;Colisao lateral;Colisao transversal;Colisao traseira;Outras colisoes;Engavetamento;Tombamento;Outros sinistros;Quantidade de vitimas fatais;Tipo de registro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-08 00:00:00;8;4;2021;2021/04;-22,21850767;-49,98150347;AVENIDA PASTOR DARCI DA SILVA LIMA;1122;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-04 00:00:00;4;7;2022;2022/07;-22,20444138;-49,93698439;RUA ATIBAIA;322;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-02-04 00:00:00;4;2;2023;2023/02;-22,16391429;-49,94651986;RUA MARIA IRIS SILVA;119;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-12 00:00:00;12;11;2021;2021/11;-22,03984827;-49,90398556;BR 153;225;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-29 00:00:00;29;7;2022;2022/07;-22,2205133;-49,9411038;AVENIDA DAS ESMERALDAS;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;23;3;2021;2021/03;-22,22802;-49,9686467;RODOVIA SP 294;445;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-08-06 00:00:00;6;8;2019;2019/08;-22,22434958;-49,95974146;AVENIDA RIO BRANCO;1276;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-09 00:00:00;9;12;2022;2022/12;-22,21558665;-49,95158433;AVENIDA SAO LUIS;921;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-01-25 00:00:00;25;1;2023;2023/01;-22,2462859;-49,92961172;AVENIDA JOAO RAMALHO;1973;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-03 00:00:00;3;11;2021;2021/11;-22,1981732;-49,96184274;AVENIDA SANTO ANTONIO;3060;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-12 00:00:00;12;11;2023;2023/11;-22,1726854;-50,0128631;RUA JOAO MARQUES DE ALBUQUERQUE;101;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-01-08 00:00:00;8;1;2024;2024/01;-22,17244597;-49,95292624;VIA EXPRESSA;1631;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-02 00:00:00;2;7;2024;2024/07;-22,17887853;-49,96518972;TOMAZ ALCALDE X LUCILIO COELHO DE OLIVEIRA;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-30 00:00:00;30;6;2021;2021/06;-22,2205133;-49,9411038;AVENIDA VICENTE FERREIRA;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-03-26 00:00:00;26;3;2023;2023/03;-22,40531391;-49,8617402;RODOVIA BR 153;278;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-11-14 00:00:00;14;11;2020;2020/11;-22,2361785;-49,91493483;RUA ALCIDES NUNES;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-02 00:00:00;2;7;2022;2022/07;-22,21856663;-49,9814522;RUA SETE;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-03-11 00:00:00;11;3;2019;2019/03;-22,20351424;-49,96487229;RUA DOUTOR JOSE GUIMARAES TONI;415;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-22 00:00:00;22;7;2024;2024/07;-22,2015434;-49,9645071;SP333;305;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-11 00:00:00;11;10;2023;2023/10;-22,21998537;-49,94041767;AVENIDA VICENTE FERREIRA;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-07 00:00:00;7;3;2020;2020/03;-22,24444552;-49,93822742;SP 294;461;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-01-17 00:00:00;17;1;2021;2021/01;-22,21307266;-49,9546308;RUA VINTE E QUATRO DE DEZEMBRO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-22 00:00:00;22;11;2023;2023/11;-22,17244597;-49,95292624;JOSE RIBEIRO DE CASTRO;100;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-04-25 00:00:00;25;4;2019;2019/04;-22,19118765;-49,95714845;RUA WASHINGTON LUIS X RUA 16 DE SETEMBRO;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-20 00:00:00;20;6;2024;2024/06;-22,17533747;-49,97094245;AVENIDA ANTONIETA ALTENFELDER;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-10-23 00:00:00;23;10;2019;2019/10;-22,21041759;-49,9526603;SP333;335;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-09 00:00:00;9;4;2022;2022/04;-22,24289889;-49,91562573;RUA JOSE PEDRO PECEGATO;65;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-30 00:00:00;30;11;2021;2021/11;-22,23255374;-49,92130955;RUA CAPITAO ALBERTO MENDES JUNIOR;45;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;13;3;2021;2021/03;-22,21153164;-49,95185628;AVENIDA SAMPAIO VIDAL;384;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-07-02 00:00:00;2;7;2019;2019/07;-22,2052754;-49,95219316;AVENIDA REPUBLICA;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-07 00:00:00;7;11;2021;2021/11;-22,2236566;-49,94945044;RUA QUINZE DE NOVEMBRO;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-22 00:00:00;22;12;2022;2022/12;-22,07750986;-49,88206582;RODOVIA SP 333;312;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-10-22 00:00:00;22;10;2022;2022/10;-22,20120002;-49,95411325;RUA VINTE E CINCO DE JANEIRO;100;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-07-18 00:00:00;18;7;2020;2020/07;-22,17120426;-49,97807401;AVENIDA REPUBLICA;6500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-02-09 00:00:00;9;2;2023;2023/02;-22,2236356;-49,95757581;AVENIDA RIO BRANCO;1001;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-15 00:00:00;15;9;2023;2023/09;-22,22319373;-49,94786481;AVENIDA SAMPAIO VIDAL;1751;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-09 00:00:00;9;8;2021;2021/08;-22,21446969;-49,95302957;RUA QUINZE DE NOVEMBRO;1071;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-12-22 00:00:00;22;12;2019;2019/12;-22,24838581;-49,9318837;SP 294;451;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-03-15 00:00:00;15;3;2023;2023/03;-22,21952719;-49,94376266;AVENIDA TIRADENTES;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-04-14 00:00:00;14;4;2020;2020/04;-22,22002315;-49,95298011;AVENIDA SANTO ANTONIO X AVENIDA RIO BRANCO;500;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-04 00:00:00;4;9;2021;2021/09;-22,15203533;-49,95674777;RUA JOAO CALIMANI;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-09 00:00:00;9;10;2023;2023/10;-22,21850767;-49,98150347;CAETANO IVO;295;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-05-26 00:00:00;26;5;2024;2024/05;-22,22928698;-49,96623717;ACESSO RODOVIA TRANSBRASILIANA;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-13 00:00:00;13;11;2023;2023/11;-22,2186739;-49,9482734;RUA MARANHAO;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-07 00:00:00;7;7;2024;2024/07;-22,2183188;-49,9747409;RUA MAESTRO FLORIANO DE SOUZA;264;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-01-18 00:00:00;18;1;2024;2024/01;-22,1577523;-50,0120638;PASTOR DARCI;1642;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-07-10 00:00:00;10;7;2019;2019/07;-22,21495783;-49,95495296;AVENIDA SANTO ANTONIO;1090;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-03-02 00:00:00;2;3;2019;2019/03;-22,17275081;-49,98192767;RODOVIA SP 294;459;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-19 00:00:00;19;4;2021;2021/04;-22,2268783;-49,9348133;AVENIDA NELSOM SEVERINO ZAMBON;10;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-19 00:00:00;19;12;2021;2021/12;-22,23166719;-49,97044259;AVENIDA SAUDADE;2616;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-01 00:00:00;1;12;2021;2021/12;-22,22185634;-49,94619838;RUA MARECHAL DEODORO;200;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-04 00:00:00;4;11;2023;2023/11;-22,16690685;-49,95606586;RUA JOSE JOSE GARCIA;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-29 00:00:00;29;2;2020;2020/02;-22,2190618;-49,94211089;AVENIDA PEDRO DE TOLEDO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-18 00:00:00;18;9;2022;2022/09;-22,03040416;-49,80289786;RODOVIA SP 333;301;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-07-19 00:00:00;19;7;2019;2019/07;-22,19537619;-49,96252341;AVENIDA SANTO ANTONIO;3589;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-11-03 00:00:00;3;11;2022;2022/11;-22,19336774;-49,96084874;RUA SAO JORGE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-11 00:00:00;11;3;2022;2022/03;-22,16716856;-49,98892874;RODOVIA SP 294;461;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-01 00:00:00;1;4;2021;2021/04;-22,17533747;-49,97094245;BR153;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-07-21 00:00:00;21;7;2020;2020/07;-22,24552468;-49,92562123;RUA ANTONIO PEREIRA DA SILVA;288;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-03-07 00:00:00;7;3;2023;2023/03;-22,19156618;-49,96692106;RODOVIA SP 294;457;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-16 00:00:00;16;4;2022;2022/04;-22,19835213;-49,96066536;RUA VINTE E QUATRO DE DEZEMBRO;3000;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-03-08 00:00:00;8;3;2022;2022/03;-22,17073144;-49,958371;RUA IDALINA PIMENTEL;115;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-02-10 00:00:00;10;2;2019;2019/02;-22,19041761;-49,96025563;SP 294 RODOVIA CMG JOAO RIB BARROS;458;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-09-06 00:00:00;6;9;2022;2022/09;-22,19800105;-49,96192001;AVENIDA SANTO ANTONIO;3080;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-10-16 00:00:00;16;10;2019;2019/10;-22,16288755;-49,96218799;RODOVIA SP 333;325;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-13 00:00:00;13;3;2024;2024/03;-22,2021772;-49,9642703;SP294;452;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-05-21 00:00:00;21;5;2024;2024/05;-22,22552181;-49,95757233;RUA SETE DE SETEMBRO;1001;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-04-04 00:00:00;4;4;2023;2023/04;-22,21317635;-49,95068266;AVENIDA SAMPAIO VIDAL;600;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-09 00:00:00;9;7;2022;2022/07;-22,2915021;-49,91444937;BR 153;262,2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-08 00:00:00;8;7;2024;2024/07;-22,2021772;-49,9642703;SP294;463;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-02-01 00:00:00;1;2;2023;2023/02;-22,1961563;-49,95917027;AVENIDA CASTRO ALVES;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-05 00:00:00;5;7;2024;2024/07;-22,2318704;-49,9200924;RUA FRANCISCO FERNANDES FILHO;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-17 00:00:00;17;2;2021;2021/02;-22,20888337;-49,95413809;AVENIDA SAMPAIO VIDAL;10;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-27 00:00:00;27;10;2023;2023/10;-22,23494319;-49,93079595;RUA CECILIO ROCHA;104;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-10-27 00:00:00;27;10;2020;2020/10;-22,2195766;-49,94367922;AVENIDA TIRADENTES;12;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-13 00:00:00;13;10;2023;2023/10;-22,2497648;-49,9331457;AVENIDA JOAO RAMALHO;2575;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-05-28 00:00:00;28;5;2019;2019/05;-22,22778727;-49,94638879;AVENIDA SAMPAIO VIDAL;2275;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-11-14 00:00:00;14;11;2019;2019/11;-22,22063725;-49,9516973;RUA CORONEL GALDINO DE ALMEIDA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-08-08 00:00:00;8;8;2020;2020/08;-22,17560895;-49,9547278;RUA FELIPE NAVA;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-04-28 00:00:00;28;4;2020;2020/04;-22,22699634;-49,96397693;AVENIDA SAUDADE;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-26 00:00:00;26;10;2023;2023/10;-22,2146197;-49,9393232;AVENIDA VICENTE FERREIRA;662;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-12 00:00:00;12;4;2021;2021/04;-22,25452019;-49,94064882;RUA ANTONIO PUTINATI;150;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-02-04 00:00:00;4;2;2022;2022/02;-22,184248;-49,9715003;RODOVIA SP 294;458;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-19 00:00:00;19;12;2022;2022/12;-22,23021291;-49,91536589;RODOVIA SP 294;445;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-27 00:00:00;27;2;2020;2020/02;-22,2306956;-49,93090225;AVENIDA JOAO RAMALHO;100;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-29 00:00:00;29;12;2023;2023/12;-22,23713;-49,98475;RUA APARECIDA TEDESCO MARAM;85;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-09-24 00:00:00;24;9;2019;2019/09;-22,21415798;-49,9462117;AVENIDA PEDRO DE TOLEDO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-28 00:00:00;28;4;2021;2021/04;-22,18275638;-49,95995571;AVENIDA WASHIGNTON LUIS;1779;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-26 00:00:00;26;10;2023;2023/10;-22,2058991;-49,9636097;SP 294;452;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-03-10 00:00:00;10;3;2019;2019/03;-22,23021291;-49,91536589;RODOVIA SP 294;445;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-10-20 00:00:00;20;10;2023;2023/10;-22,24493207;-49,92757733;RUA ANTONIO PEREIRA DA SILVA;77;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-07-01 00:00:00;1;7;2022;2022/07;-22,22770064;-49,90267782;ACESSO RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS S;450;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
