;id_sinistro;Data do Sinistro;Dia do Sinistro;Mes do Sinistro;Ano do Sinistro;Ano/Mes do Sinistro;latitude;longitude;Hora do Sinistro;Municipio;Regiao Administrativa;Logradouro;Numero/KM;Pedestre envolvido;Automovel envolvido;Bicicleta envolvida;Caminhao envolvido;Motocicleta envolvida;Onibus envolvido;Outros veiculos envolvidos;Veiculo envolvido nao disponivel;Atropelamento;Capotamento;Choque;Colisao frontal;Colisao lateral;Colisao transversal;Colisao traseira;Outras colisoes;Engavetamento;Tombamento;Outros sinistros;Tipo de registro
9640;PM-8807-6-2019-9-16;2019-09-16 00:00:00;16;9;2019;2019/09;-22,21199852;-49,96309521;13:15:00;MARILIA;Marilia;RUA DOUTOR JOAQUIM DE ABREU SAMPAIO VIDAL;1111;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
9762;PM-20230-6-2019-12-21;2019-12-21 00:00:00;21;12;2019;2019/12;-22,22225408;-49,94810806;19:55:00;MARILIA;Marilia;ROD CMT JOAO RIBEIRO DE BARROS;451;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
9770;PM-4157-6-2022-4-25;2022-04-25 00:00:00;25;4;2022;2022/04;-22,25265988;-49,9447012;07:15:00;MARILIA;Marilia;AVENIDA FRANCISCO DA COSTA PIMENTEL;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
9802;PM-9599-6-2022-12-14;2022-12-14 00:00:00;14;12;2022;2022/12;-22,21013021;-49,95679157;15:26:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;1652;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
9990;PM-8217-6-2020-10-2;2020-10-02 00:00:00;2;10;2020;2020/10;-22,21836177;-49,95363517;12:19:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
10031;PM-11411-6-2021-9-25;2021-09-25 00:00:00;25;9;2021;2021/09;-22,19119456;-49,96001523;12:10:00;MARILIA;Marilia;AVENIDA SANCHES CIBANTOS;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
10058;PM-518317-99-2023-4-21;2023-04-21 00:00:00;21;4;2023;2023/04;-22,24823937;-49,92083836;18:55:00;MARILIA;Marilia;BR 153;257,3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
10335;PM-19722-6-2019-4-28;2019-04-28 00:00:00;28;4;2019;2019/04;-22,19706299;-49,93413655;19:04:00;MARILIA;Marilia;RUA SANTA HELENA;1450;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
10420;PM-12828-6-2022-1-5;2022-01-05 00:00:00;5;1;2022;2022/01;-22,18080635;-49,9581677;18:20:55;MARILIA;Marilia;RUA GASPAR DE LEMOS;375;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
10701;PM-8756-6-2023-9-28;2023-09-28 00:00:00;28;9;2023;2023/09;-22,2258573;-49,9623689;15:20:00;MARILIA;Marilia;AVENIDA DA SAUDADE;339;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
10756;PM-5157-6-2024-2-8;2024-02-08 00:00:00;8;2;2024;2024/02;-22,2283551;-49,9657321;09:24:27;MARILIA;Marilia;AVENIDA DA SAUDADE;860;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
10849;PM-9775-6-2021-8-14;2021-08-14 00:00:00;14;8;2021;2021/08;-22,22883096;-49,91579479;11:26:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;2819;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
11066;PM-10128-6-2022-2-22;2022-02-22 00:00:00;22;2;2022;2022/02;-22,17244597;-49,95292624;15:49:00;MARILIA;Marilia;NA PASSARELA DA UNIMAR;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
11112;PM-3758-6-2019-10-3;2019-10-03 00:00:00;3;10;2019;2019/10;-22,21856663;-49,9814522;07:30:00;MARILIA;Marilia;SP 294;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
11183;PM-9873-6-2023-9-22;2023-09-22 00:00:00;22;9;2023;2023/09;-22,24878089;-49,92852423;13:16:00;MARILIA;Marilia;RUA MARINO CASADEI;265;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
11207;PM-11545-6-2020-3-6;2020-03-06 00:00:00;6;3;2020;2020/03;-22,21071709;-49,950488;17:01:00;MARILIA;Marilia;AVENIDA NELSOM SPIELMAN;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
11436;PM-6757-6-2020-7-24;2020-07-24 00:00:00;24;7;2020;2020/07;-22,22275632;-49,95504282;12:43:00;MARILIA;Marilia;AVENIDA RIO BRANCO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
11506;PM-8794-6-2022-5-6;2022-05-06 00:00:00;6;5;2022;2022/05;-22,23021291;-49,91536589;14:25:00;MARILIA;Marilia;RODOVIA SP 294;445;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
11542;PM-12634-6-2022-6-30;2022-06-30 00:00:00;30;6;2022;2022/06;-22,22255027;-49,97319329;17:32:00;MARILIA;Marilia;RUA ANA SARAIVA PAVARINI;331;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
11546;PM-7686-6-2019-2-15;2019-02-15 00:00:00;15;2;2019;2019/02;-22,2250593;-49,96364798;12:02:00;MARILIA;Marilia;RUA DAS ACUCENAS;88;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
11548;PM-22648-6-2023-11-13;2023-11-13 00:00:00;13;11;2023;2023/11;-22,2330024;-49,9707264;23:03:06;MARILIA;Marilia;RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
11585;PM-14487-6-2022-4-2;2022-04-02 00:00:00;2;4;2022;2022/04;-22,22928698;-49,96623717;17:00:23;MARILIA;Marilia;ACESSO RODOVIA TRANSBRASILIANA;457;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
11598;PM-5249-6-2019-12-6;2019-12-06 00:00:00;6;12;2019;2019/12;-22,21684542;-49,95213217;09:44:00;MARILIA;Marilia;RUA PAES LEME X RUA XV DE NOVEMBRO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
11653;PM-10817-6-2022-3-10;2022-03-10 00:00:00;10;3;2022;2022/03;-22,24196537;-49,93275535;15:48:00;MARILIA;Marilia;RUA MEN DE SA;100;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
11662;PM-3677-6-2019-8-23;2019-08-23 00:00:00;23;8;2019;2019/08;-22,23214252;-49,921252;07:57:00;MARILIA;Marilia;SP 294 RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS;455;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
11941;PM-7723-6-2019-5-12;2019-05-12 00:00:00;12;5;2019;2019/05;-22,12659468;-49,93475142;06:11:00;MARILIA;Marilia;RODOVIA SP 333;320;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
12070;PM-9708-6-2023-2-10;2023-02-10 00:00:00;10;2;2023;2023/02;-22,16584875;-49,96083885;14:19:00;MARILIA;Marilia;AVENIDA CARLOS TOSIN;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
12632;PM-12685-6-2024-2-26;2024-02-26 00:00:00;26;2;2024;2024/02;-22,223524;-49,93655;17:12:00;MARILIA;Marilia;AVENIDA TIRADENTES;858;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
12669;PM-10578-6-2019-12-22;2019-12-22 00:00:00;22;12;2019;2019/12;-22,2202565;-49,96712385;11:08:00;MARILIA;Marilia;RUA JOAQUIM CARLOS COIMBRA;12;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
12692;PM-9188-6-2019-11-1;2019-11-01 00:00:00;1;11;2019;2019/11;-22,2082397;-49,96344388;13:40:00;MARILIA;Marilia;RODOVIA SP 294;455;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
12760;PM-12075-6-2019-11-12;2019-11-12 00:00:00;12;11;2019;2019/11;-22,23320287;-49,92139751;18:33:00;MARILIA;Marilia;RUA MARANHAO X RUA GONCALVES DIAS;10;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
12948;PM-4521-6-2022-11-30;2022-11-30 00:00:00;30;11;2022;2022/11;-22,16568089;-49,96857769;09:15:00;MARILIA;Marilia;AVENIDA JOAO MARTINS COELHO;1027;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
13103;PM-8609-6-2022-2-1;2022-02-01 00:00:00;1;2;2022;2022/02;-22,21971628;-49,94737822;12:47:00;MARILIA;Marilia;RUA BAHIA;118;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
13261;PM-3102-6-2019-10-22;2019-10-22 00:00:00;22;10;2019;2019/10;-22,17884588;-49,96699751;07:54:00;MARILIA;Marilia;AVENIDA REPUBLICA;5074;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
13289;PM-12491-6-2019-8-20;2019-08-20 00:00:00;20;8;2019;2019/08;-22,21045662;-49,9478509;19:14:24;MARILIA;Marilia;AVENIDA REPUBLICA;1001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
13405;PM-11233-6-2021-11-19;2021-11-19 00:00:00;19;11;2021;2021/11;-22,20884024;-49,95420354;16:50:00;MARILIA;Marilia;VIA EXPRESSA;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
13486;PM-11416-6-2022-10-3;2022-10-03 00:00:00;3;10;2022;2022/10;-22,22350611;-49,88440552;16:10:00;MARILIA;Marilia;ACESSO RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS S;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
13614;PM-14219-6-2023-9-19;2023-09-19 00:00:00;19;9;2023;2023/09;-22,20593153;-49,95306292;19:35:00;MARILIA;Marilia;RUA ALMIRANTE BARROSO;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
13644;PM-23440-6-2021-1-23;2021-01-23 00:00:00;23;1;2021;2021/01;-22,19945604;-49,95804494;22:11:22;MARILIA;Marilia;RUA PASCOAL MOREIRA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
13653;PM-2939-6-2022-12-9;2022-12-09 00:00:00;9;12;2022;2022/12;-22,17275081;-49,98192767;04:03:00;MARILIA;Marilia;RODOVIA SP 294;448;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
13694;PM-9982-6-2022-8-30;2022-08-30 00:00:00;30;8;2022;2022/08;-22,20448002;-49,95598881;16:18:02;MARILIA;Marilia;AVENIDA CASTRO ALVES;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
14121;PM-5503-6-2022-9-16;2022-09-16 00:00:00;16;9;2022;2022/09;-22,17244597;-49,95292624;10:00:00;MARILIA;Marilia;VIA ACESSO A BR 153;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
14196;PM-6400-6-2021-9-8;2021-09-08 00:00:00;8;9;2021;2021/09;-22,22524498;-49,93268503;10:01:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;1001;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
14212;PM-9986-6-2020-1-30;2020-01-30 00:00:00;30;1;2020;2020/01;-22,21500314;-49,94971786;15:27:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;826;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
14485;PM-12936-6-2021-10-23;2021-10-23 00:00:00;23;10;2021;2021/10;-22,23604685;-49,92887003;13:38:00;MARILIA;Marilia;AVENIDA JORGE BERNARDONI;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
14550;PM-8129-6-2019-5-19;2019-05-19 00:00:00;19;5;2019;2019/05;-22,21142368;-49,95193804;06:34:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;370;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
14566;PM-13020-6-2022-5-9;2022-05-09 00:00:00;9;5;2022;2022/05;-22,23042553;-49,96700049;18:10:00;MARILIA;Marilia;RODOVIA SP 294;451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
14631;PM-7604-6-2022-4-27;2022-04-27 00:00:00;27;4;2022;2022/04;-22,21850767;-49,98150347;12:59:00;MARILIA;Marilia;DOM PEDRO;200;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
14636;PM-16168-6-2020-10-25;2020-10-25 00:00:00;25;10;2020;2020/10;-22,20131963;-49,9559127;14:47:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;2666;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
14686;PM-3170-6-2019-5-17;2019-05-17 00:00:00;17;5;2019;2019/05;-22,17602454;-49,96760939;07:11:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;180;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
14802;PM-22383-6-2020-5-31;2020-05-31 00:00:00;31;5;2020;2020/05;-22,17138997;-49,96844894;19:25:00;MARILIA;Marilia;AVENIDA ANTONIETA ALTENFELDER;500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
14824;PM-14849-6-2021-4-9;2021-04-09 00:00:00;9;4;2021;2021/04;-22,22928698;-49,96623717;19:50:00;MARILIA;Marilia;ACESSO RODOVIA TRANSBRASILIANA;327;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
14980;PM-12870-6-2022-1-24;2022-01-24 00:00:00;24;1;2022;2022/01;-22,19012435;-49,95032922;16:33:00;MARILIA;Marilia;RUA SALVADOR SALGUEIRO;1265;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
15044;PM-1475-6-2019-1-7;2019-01-07 00:00:00;7;1;2019;2019/01;-22,21101656;-49,94739044;01:18:00;MARILIA;Marilia;AVENIDA REPUBLICA;924;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
15311;PM-9898-6-2022-4-5;2022-04-05 00:00:00;5;4;2022;2022/04;-22,17292838;-49,96503128;16:16:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;605;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
15333;PM-1922-6-2024-6-4;2024-06-04 00:00:00;4;6;2024;2024/06;-22,184248;-49,9715003;05:50:00;MARILIA;Marilia;RODOVIA SP 294;458;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
15422;PM-17167-6-2019-1-1;2019-01-01 00:00:00;1;1;2019;2019/01;-22,19705086;-49,95597353;15:55:00;MARILIA;Marilia;RUA VINTE E CINCO DE JANEIRO;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
15446;PM-11108-6-2024-2-12;2024-02-12 00:00:00;12;2;2024;2024/02;-22,24224802;-49,93260572;13:53:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;151;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
15538;PM-4125-6-2020-9-8;2020-09-08 00:00:00;8;9;2020;2020/09;-22,23320287;-49,92139751;08:14:00;MARILIA;Marilia;RUA CAPITAO ALBERTO MENDES JUNIOR;118;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
15589;PM-4032-6-2022-10-21;2022-10-21 00:00:00;21;10;2022;2022/10;-22,21244709;-49,94197353;07:44:00;MARILIA;Marilia;RUA SERGIPE;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
15970;PM-3308-6-2021-8-13;2021-08-13 00:00:00;13;8;2021;2021/08;-22,21045387;-49,95202152;07:15:00;MARILIA;Marilia;RUA JOSE BONIFACIO;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
16060;PM-8507-6-2022-4-11;2022-04-11 00:00:00;11;4;2022;2022/04;-22,23575382;-49,97087666;12:51:00;MARILIA;Marilia;RUA MANOEL SANTOS CHIEIRA;420;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
16263;PM-23283-6-2019-12-25;2019-12-25 00:00:00;25;12;2019;2019/12;-22,18718028;-49,95902528;18:25:00;MARILIA;Marilia;RUA RINOPOLIS;446;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
16275;PM-8691-6-2021-6-3;2021-06-03 00:00:00;3;6;2021;2021/06;-22,19475288;-49,96037059;11:33:00;MARILIA;Marilia;RUA PIO XII;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
16393;PM-8092-6-2020-11-28;2020-11-28 00:00:00;28;11;2020;2020/11;-22,22866924;-49,95834871;07:45:00;MARILIA;Marilia;RODOVIA SP 294;450;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
16526;PM-10747-6-2022-8-4;2022-08-04 00:00:00;4;8;2022;2022/08;-22,22477946;-49,96102565;15:08:00;MARILIA;Marilia;AVENIDA RIO BRANCO;1374;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
16535;PM-19710-6-2023-7-8;2023-07-08 00:00:00;8;7;2023;2023/07;-22,16864447;-49,95884752;18:29:00;MARILIA;Marilia;RUA MARIA BATISTAO;148;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
16572;PM-9964-6-2023-8-11;2023-08-11 00:00:00;11;8;2023;2023/08;-22,2077645;-49,95153094;12:07:42;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;1823;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
16588;PM-25670-6-2020-4-19;2020-04-19 00:00:00;19;4;2020;2020/04;-22,21872229;-49,94239317;20:46:00;MARILIA;Marilia;RUA BAHIA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
16623;PM-18014-6-2023-5-27;2023-05-27 00:00:00;27;5;2023;2023/05;-22,192324;-49,955948;16:47:00;MARILIA;Marilia;RUA WASHINGTON LUIZ;630;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
16676;PM-25389-6-2019-2-3;2019-02-03 00:00:00;3;2;2019;2019/02;-22,17853277;-49,97184862;22:00:00;MARILIA;Marilia;RODOVIA SP 333;326;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
16915;PM-10447-6-2023-2-13;2023-02-13 00:00:00;13;2;2023;2023/02;-22,21442719;-49,94474819;15:18:00;MARILIA;Marilia;RUA SERGIPE;101;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
17033;PM-7769-6-2022-9-19;2022-09-19 00:00:00;19;9;2022;2022/09;-22,21850767;-49,98150347;12:31:00;MARILIA;Marilia;RUA DOS TUCANARES;11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
17193;PM-6949-6-2021-5-3;2021-05-03 00:00:00;3;5;2021;2021/05;-22,20500354;-49,95781973;11:37:00;MARILIA;Marilia;RUA VINTE E QUATRO DE DEZEMBRO;2216;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
17239;PM-8071-6-2024-6-15;2024-06-15 00:00:00;15;6;2024;2024/06;-22,2021772;-49,9642703;06:45:00;MARILIA;Marilia;SP294;443;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
17320;PM-14031-6-2021-3-31;2021-03-31 00:00:00;31;3;2021;2021/03;-22,24551636;-49,93642025;19:25:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;681;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
17354;PM-9849-6-2022-2-22;2022-02-22 00:00:00;22;2;2022;2022/02;-22,21091974;-49,95233337;15:26:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
17364;PM-5200-6-2022-11-22;2022-11-22 00:00:00;22;11;2022;2022/11;-22,22490502;-49,9332992;10:08:47;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;929;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
17440;PM-9837-6-2020-7-3;2020-07-03 00:00:00;3;7;2020;2020/07;-22,21422472;-49,9500455;17:02:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
17610;PM-31430-6-2022-7-10;2022-07-10 00:00:00;10;7;2022;2022/07;-22,17236204;-49,95372276;23:06:37;MARILIA;Marilia;AVENIDA ETORE TIVERON;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
17654;PM-9976-6-2023-1-19;2023-01-19 00:00:00;19;1;2023;2023/01;-22,22344066;-49,95163116;15:08:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
17702;PM-12694-6-2019-8-22;2019-08-22 00:00:00;22;8;2019;2019/08;-22,20262837;-49,95295662;18:39:00;MARILIA;Marilia;AVENIDA INDEPENDENCIA X HUMBERTO DE CAMPOS;1492;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
17723;PM-6530-6-2022-4-16;2022-04-16 00:00:00;16;4;2022;2022/04;-22,17660042;-49,96810785;08:58:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;100;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
17819;PM-27328-6-2022-7-23;2022-07-23 00:00:00;23;7;2022;2022/07;-22,22528275;-49,93261679;22:43:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;1010;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
17840;PM-6386-6-2019-6-9;2019-06-09 00:00:00;9;6;2019;2019/06;-22,19874609;-49,96044203;04:32:00;MARILIA;Marilia;RUA VINTE E QUATRO DE DEZEMBRO;2951;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
17842;PM-9593-6-2020-10-20;2020-10-20 00:00:00;20;10;2020;2020/10;-22,21137231;-49,95630484;16:50:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;1508;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
18045;PM-11061-6-2023-11-13;2023-11-13 00:00:00;13;11;2023;2023/11;-22,22241436;-49,95204118;12:41:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;219;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
18058;PM-26022-6-2023-9-10;2023-09-10 00:00:00;10;9;2023;2023/09;-22,227829;-49,964474;22:44:00;MARILIA;Marilia;CEMITERIO DA SAUDADE  CEMITERIO MUNICIPAL DE MARI;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
18516;PM-12139-6-2024-7-4;2024-07-04 00:00:00;4;7;2024;2024/07;-22,2021772;-49,9642703;16:40:00;MARILIA;Marilia;SP294;447;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
18549;PM-5473-6-2021-8-31;2021-08-31 00:00:00;31;8;2021;2021/08;-22,22642424;-49,93046836;11:35:00;MARILIA;Marilia;RUA DAS ROSEIRAS;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
18653;PM-12344-6-2023-5-22;2023-05-22 00:00:00;22;5;2023;2023/05;-22,211998;-49,95172;15:59:00;MARILIA;Marilia;RUA SAO CARLOS;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
18661;PM-4562-6-2020-12-16;2020-12-16 00:00:00;16;12;2020;2020/12;-22,220025;-49,94985479;09:38:00;MARILIA;Marilia;AVENIDA SAO LUIS;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
18685;PM-12888-6-2023-9-9;2023-09-09 00:00:00;9;9;2023;2023/09;-22,15263962;-49,96072322;13:11:00;MARILIA;Marilia;AVENIDA JOAO MARTINS COELHO;2661;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
18731;PM-11931-6-2024-3-22;2024-03-22 00:00:00;22;3;2024;2024/03;-22,21805279;-49,94959538;16:09:00;MARILIA;Marilia;RUA NOVE DE JULHO;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
